i:ID,s:Type,s:Name,s:File,s:Character,i:Set Sounds,s:Set Sound 1,s:Set Sound 2,s:Set Sound 3,s:Set Sound 4,s:Set Sound 5,s:Set Sound 6,s:Set Sound 7,s:Set Sound 8,s:Set Sound 9,s:Set Sound 10,s:Set Sound 11,s:Set Sound 12,s:Set Sound 13,s:Set Sound 14,s:Set Sound 15,s:Set Sound 16,s:Set Sound 17,s:Set Sound 18,s:Set Sound 19
214,sound_effects,Patrick_HeyWaitAMinute,VO/Patrick_HeyWaitAMinute,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
212,sound_effects,Patrick_Laugh,VO/Patrick_Laugh,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
213,sound_effects,Patrick_Okay,VO/Patrick_Okay,patrick,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
536,sound_effects,PK_Hey,VO/EN/PK_43_EN,pearl,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
539,sound_effects,PK_Ouch,VO/EN/PK_44_EN,pearl,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
545,sound_effects,PK_WatchYourTapping,VO/EN/PK_45_EN,pearl,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
538,sound_effects,PK_TapTapTappingAway,VO/EN/PK_46_EN,pearl,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
537,sound_effects,PK_DontTapMe,VO/EN/PK_47_EN,pearl,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
541,sound_effects,PK_ThatTickles,VO/EN/PK_49_EN,pearl,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
540,sound_effects,PK_Ow,VO/EN/PK_51_EN,pearl,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
535,sound_effects,PK_MoveIn,VO/EN/PK_7_EN,pearl,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
546,sound_effects,PK_WhaddayaWant,VO/EN/PK_90_EN,pearl,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
542,sound_effects,PK_AhCooties,VO/EN/PK_94_EN,pearl,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
543,sound_effects,PK_EnoughWithTapping,VO/EN/PK_96_EN,pearl,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
544,sound_effects,PK_TappedOutYet,VO/EN/PK_98_EN,pearl,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
500,sound_effects,PL_MoveIn,VO/EN/PL_09_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
501,sound_effects,PL_Hey,VO/EN/PL_56_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
502,sound_effects,PL_Ouch,VO/EN/PL_57_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
503,sound_effects,PL_WatchWhereTapping,VO/EN/PL_58_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
504,sound_effects,PL_WatchMyEye,VO/EN/PL_61_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
505,sound_effects,PL_Ow,VO/EN/PL_63_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
506,sound_effects,PL_SurelyYouJest,VO/EN/PL_69_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
507,sound_effects,PL_KeepItDown,VO/EN/PL_73_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
508,sound_effects,PL_WatchWhereYouPoint,VO/EN/PL_74_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
509,sound_effects,PL_TakeItEasy,VO/EN/PL_75_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
510,sound_effects,PL_WhatNow,VO/EN/PL_76_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
511,sound_effects,PL_SeeImBusy,VO/EN/PL_77_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,sound_effects,PL_DearNeptuneAbove,VO/EN/PL_78_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
513,sound_effects,PL_LostBrainPriveleges,VO/EN/PL_79_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
514,sound_effects,PL_IWentToCollege,VO/EN/PL_80_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
515,sound_effects,PL_BlastedBarnacleHead,VO/EN/PL_81_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
516,sound_effects,PL_WishToRuleYou,VO/EN/PL_82_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
517,sound_effects,PL_AnythingBetterToDo,VO/EN/PL_83_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
518,sound_effects,PL_YouIncompetentFool,VO/EN/PL_84_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
519,sound_effects,PL_EnjoyYourTapping,VO/EN/PL_85_EN,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
218,sound_effects,Plankton_Curses,VO/Plankton_Curses,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
215,sound_effects,Plankton_Laugh,VO/Plankton_Laugh,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
216,sound_effects,Plankton_Meow,VO/Plankton_Meow,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
217,sound_effects,Plankton_Wait,VO/Plankton_Wait,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
219,sound_effects,Plankton_Yes,VO/Plankton_Yes,plankton,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
549,sound_effects,Reg_Hey,VO/EN/Reg_43_EN,reg,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
550,sound_effects,Reg_Ouch,VO/EN/Reg_44_EN,reg,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
551,sound_effects,Reg_WatchWhereYoureTapping,VO/EN/Reg_45_EN,reg,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
552,sound_effects,Reg_ThatTickles,VO/EN/Reg_49_EN,reg,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
553,sound_effects,Reg_Ow,VO/EN/Reg_51_EN,reg,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
554,sound_effects,Reg_EnoughWithTheTapping,VO/EN/Reg_91_EN,reg,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
555,sound_effects,Reg_WhatHappenedLastPersonTapMe,VO/EN/Reg_92_EN,reg,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
556,sound_effects,Reg_TappingDontMakeYouTough,VO/EN/Reg_93_EN,reg,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
557,sound_effects,Reg_IWasQuiteTheTapper,VO/EN/Reg_94_EN,reg,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
558,sound_effects,Reg_IsThatAllYouGot,VO/EN/Reg_95_EN,reg,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
559,sound_effects,Reg_Weenie,VO/EN/Reg_96_EN,reg,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
560,sound_effects,Reg_HeyTryTappingThis,VO/EN/Reg_97_EN,reg,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
561,sound_effects,Reg_AintYouTappedOutAlready,VO/EN/Reg_98_EN,reg,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
464,sound_effects,Sandy_YoureMinceMeat,VO/EN/Sandy_100,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
465,sound_effects,Sandy_DoggoneIt,VO/EN/Sandy_101,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
466,sound_effects,Sandy_DontLoseYourBarnacles,VO/EN/Sandy_102,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
467,sound_effects,Sandy_TappingMeTappingTexas,VO/EN/Sandy_103,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
468,sound_effects,Sandy_MightyFineTappingWork,VO/EN/Sandy_104,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
455,sound_effects,Sandy_Hey,VO/EN/Sandy_49,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
456,sound_effects,Sandy_Ouch,VO/EN/Sandy_50,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
457,sound_effects,Sandy_WatchWhereYoureTapping,VO/EN/Sandy_51,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
458,sound_effects,Sandy_ThatTickles,VO/EN/Sandy_55,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
459,sound_effects,Sandy_Ow,VO/EN/Sandy_57,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
460,sound_effects,Sandy_WhatsWithAllTappingYall,VO/EN/Sandy_96,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
461,sound_effects,Sandy_Yeehaw,VO/EN/Sandy_97,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
462,sound_effects,Sandy_HolyGuacamole,VO/EN/Sandy_98,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
463,sound_effects,Sandy_WhatInTarnation,VO/EN/Sandy_99,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
223,sound_effects,Sandy_HoldOn,VO/Sandy_HoldOn,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
220,sound_effects,Sandy_HowdyYall,VO/Sandy_HowdyYall,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
221,sound_effects,Sandy_OhWell,VO/Sandy_OhWell,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
224,sound_effects,Sandy_Ready,VO/Sandy_Ready,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
225,sound_effects,Sandy_Wowie,VO/Sandy_Wowie,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
222,sound_effects,Sandy_Yes,VO/Sandy_Yes,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
226,sound_effects,Sandy_YES_Excited,VO/Sandy_YES_Excited,sandy,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
267,sound_effects,SB_SirYesSir,VO/EN/SB_SirYesSir_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
274,sound_effects,SB_MovingIn,VO/EN/SB001_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
278,sound_effects,SB_TimeToMoveIn,VO/EN/SB006_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
262,sound_effects,SB_ItsBeautiful,VO/EN/SB013_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
579,sound_effects,SB_MyMasterpiece,VO/EN/SB014_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
610,sound_effects,SB_YouMovedSandyIn,VO/EN/SB015_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
611,sound_effects,SB_YouMovedPatrickIn,VO/EN/SB016_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
612,sound_effects,SB_YouMovedSquidwardIn,VO/EN/SB018_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
613,sound_effects,SB_YouMovedPlanktonIn,VO/EN/SB019_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
614,sound_effects,SB_YouMovedPearlKrabsIn,VO/EN/SB020_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
615,sound_effects,SB_YouMovedLarryTheLobsterIn,VO/EN/SB021_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
616,sound_effects,SB_YouMovedMMandBBIn,VO/EN/SB023_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
617,sound_effects,SB_YouMovedKingNeptuneIn,VO/EN/SB026_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
618,sound_effects,SB_YouMovedManRayIn,VO/EN/SB027_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
619,sound_effects,SB_YouMovedRegIn,VO/EN/SB028_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
620,sound_effects,SB_YouMovedSquilliamIn,VO/EN/SB029_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
621,sound_effects,SB_YouMovedKevinIn,VO/EN/SB030_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
622,sound_effects,SB_YouMovedGeneScallopIn,VO/EN/SB033_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
249,sound_effects,SB_DragHighlightedAreaCheckmark,VO/EN/SB035_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
248,sound_effects,SB_DragPlaceCheckmark,VO/EN/SB037_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
269,sound_effects,SB_TapRemoveMess,VO/EN/SB038_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
242,sound_effects,SB_TapFinishConstruction,VO/EN/SB040_rev_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
238,sound_effects,SB_ClearDebris,VO/EN/SB041_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
246,sound_effects,SB_TapPlaceRoadPiece,VO/EN/SB043_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
239,sound_effects,SB_TapOpenStoreMenu,VO/EN/SB050_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
277,sound_effects,SB_TapOpenDecorations,VO/EN/SB051_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
247,sound_effects,SB_TapOpenBuildings,VO/EN/SB052_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
240,sound_effects,SB_TapCharacterGiveWantLevelUp,VO/EN/SB056_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
252,sound_effects,SB_JJTaskBuildingTimes,VO/EN/SB057_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
276,sound_effects,SB_JJSpeedUpBuildingTimes,VO/EN/SB057-B_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
275,sound_effects,SB_JJSpeedUp,VO/EN/SB057-C_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
285,sound_effects,TapKKOpenGG,VO/EN/SB059_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
227,sound_effects,SB_HomeSweetPineapple,VO/EN/SB064_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
280,sound_effects,SB_TapHere,VO/EN/SB065_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
260,sound_effects,SB_SwipeLeftRight,VO/EN/SB067_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
228,sound_effects,SB_SwipeUpDown,VO/EN/SB068_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
241,sound_effects,SB_TapPopBubbles,VO/EN/SB072_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
263,sound_effects,SB_ThoughtBubbleGiveCombo,VO/EN/SB073_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
257,sound_effects,SB_ThoughtBubbleMakeWantLevelUp,VO/EN/SB073_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
258,sound_effects,SB_GiveWhatTheyWant,VO/EN/SB074_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
265,sound_effects,SB_TapToCollectCoins,VO/EN/SB075_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
264,sound_effects,SB_MyFirstMoveInStory,VO/EN/SB091_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
161,sound_effects,FoundMovie_SB01,VO/EN/SB092_EN,spongebob,-1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
