i:ID,i:DID,i:Sort Order,s:Name,i:Source Unit DID,i:Partner Unit DID,s:Target Type,i:Target DID,i:Duration,i:Reward Gold,i:Reward Special DID,i:Reward Special Amount,i:Reward XP,s:Paytable Reward Icon,i:Min Level,i:Repeatable,i:Hidden Until Unlocked,i:Quest Unlock DID,i:Quest Relock DID,i:Quest Re-Unlock DID,i:Active During Quest DID,i:Micro Event DID,i:Event Only,i:Source Unit Required Costume,i:Partner Required Costume,s:Source Unit Display State Walk,s:Partner Display State Walk,s:Source Unit Display State Idle,s:Partner Display State Idle,f:Wander Time,f:Idle Time,s:Movement Type,f:Movement Speed,s:Target Display State,i:Position Offset from Target X,i:Position Offset from Target Y,i:Partner Position Offset from Target X,i:Partner Position Offset from Target Y,i:Source Facing,i:Partner Facing,s:Reward Thought Icon,s:Start VO,s:Finish VO,s:Start Sound,s:Finish Sound
676,144,14400,!!TASK_LENNY_MEEP_SOW,30341,-1,building,1102,14400,65,-1,-1,14,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
677,145,86400,!!TASK_LENNY_MEEP_ALL_DAY,30341,-1,building,1050,86400,120,-1,-1,30,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
678,416,7200,!!TASK_ALL_WATCH_HOLIDAY_TV,30341,-1,building,1050,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
679,415,7200,!!TASK_ALL_BROWSE_GOODIES,30341,-1,building,9046,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
680,810,14400,!!TASK_ALL_FESTIVE_FLORAL,30341,-1,building,1102,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
681,811,7200,!!TASK_ALL_MORE_BAKED_GOODS,30341,-1,building,1024,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
682,812,21600,!!TASK_ALL_SHAKE_PRESENTS,30341,-1,building,1050,21600,70,-1,-1,18,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
683,417,7200,!!TASK_ALL_ENJOY_TIME_OFF,30341,-1,building,1050,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
684,813,7200,!!TASK_ALL_SING_OLD_FOLKS,30341,-1,building,1026,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
685,814,14400,!!TASK_ALL_MISTLETOE_WAIT,30341,-1,building,1050,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
686,815,7200,!!TASK_ALL_XMAS_DONUTS_POLICE,30341,-1,building,1004,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
687,816,7200,!!TASK_ALL_KNIT_FIN_MITTENS,30341,-1,building,1002,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
688,283,1800,!!TASK_ALL_WATCH_MM_EPISODE,30341,-1,building,1050,1800,20,-1,-1,8,n/a,9,1,1,-1,-1,-1,-1,5,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
689,284,7200,!!TASK_ALL_FANCY_FEAST_KK,30341,-1,building,1018,7200,50,-1,-1,11,n/a,9,1,1,-1,-1,-1,-1,6,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
690,319,5,!!TASK_ALL_LAUNCH_XMAS_WISH,30341,-1,building,20109,5,6,-1,-1,1,n/a,1,1,1,2826,2835,2842,-1,9,1,-1,-1,walk,n/a,gimme,n/a,-1,-1,activate,40,shoot,10,10,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
691,533,14400,!!TASK_ALL_VDAY_BOLT_BROKEN_HEARTS,30341,-1,building,20624,14400,-1,57,65,14,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
692,534,21600,!!TASK_ALL_VDAY_BEND_HOLDERS,30341,-1,building,20624,21600,-1,57,70,18,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
693,535,86400,!!TASK_ALL_VDAY_FORKLIFT_GIRDERS,30341,-1,building,20624,86400,-1,57,120,30,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
694,146,300,!!TASK_MERMAIDMAN_DOG_PADDLE,3009,-1,n/a,-1,300,11,-1,-1,5,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,dogpaddle,n/a,idle,n/a,8,2,wander,40,default,0,0,0,0,0,0,RentIcon.png,MM_EvilCantParkHere,SB_Sweet,SeedshopSelect,SeedshopSelect
695,147,3600,!!TASK_MERMAIDMAN_TO_THE_KK,3009,-1,building,1018,3600,40,-1,-1,10,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,MM_GoesRightThroughMe,SB_Sweet,SeedshopSelect,SeedshopSelect
696,149,14400,!!TASK_MERMAIDMAN_MONOPOLIZE_TV,3009,-1,building,1026,14400,65,-1,-1,14,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,MM_Evil,SB_Sweet,SeedshopSelect,SeedshopSelect
697,148,21600,!!TASK_MERMAIDMAN_CHECK-UP,3009,-1,building,1010,21600,70,-1,-1,18,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,MM_YouMayKissTheBride,SB_Sweet,SeedshopSelect,SeedshopSelect
698,419,7200,!!TASK_ALL_WATCH_HOLIDAY_TV,3009,-1,building,1010,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
699,418,7200,!!TASK_ALL_BROWSE_GOODIES,3009,-1,building,9046,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
700,817,14400,!!TASK_ALL_FESTIVE_FLORAL,3009,-1,building,1102,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
701,818,7200,!!TASK_ALL_MORE_BAKED_GOODS,3009,-1,building,1024,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
702,819,21600,!!TASK_ALL_SHAKE_PRESENTS,3009,-1,building,1010,21600,70,-1,-1,18,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
703,420,7200,!!TASK_ALL_ENJOY_TIME_OFF,3009,-1,building,1010,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
704,820,7200,!!TASK_ALL_SING_OLD_FOLKS,3009,-1,building,1026,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
705,821,14400,!!TASK_ALL_MISTLETOE_WAIT,3009,-1,building,1010,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
706,822,7200,!!TASK_ALL_XMAS_DONUTS_POLICE,3009,-1,building,1004,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
707,823,7200,!!TASK_ALL_KNIT_FIN_MITTENS,3009,-1,building,1002,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
708,285,1800,!!TASK_ALL_WATCH_MM_EPISODE,3009,-1,building,1010,1800,20,-1,-1,8,n/a,9,1,1,-1,-1,-1,-1,5,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
709,286,7200,!!TASK_ALL_FANCY_FEAST_KK,3009,-1,building,1018,7200,50,-1,-1,11,n/a,9,1,1,-1,-1,-1,-1,6,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
710,320,5,!!TASK_ALL_LAUNCH_XMAS_WISH,3009,-1,building,20109,5,6,-1,-1,1,n/a,1,1,1,2826,2835,2842,-1,9,1,-1,-1,walk,n/a,gimme,n/a,-1,-1,activate,40,shoot,10,10,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
711,536,7200,!!TASK_ALL_VDAY_LOAD_BOXES,3009,-1,building,20624,7200,-1,57,50,11,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
712,537,14400,!!TASK_ALL_VDAY_WELD_STRAPS,3009,-1,building,20624,14400,-1,57,65,14,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
713,538,21600,!!TASK_ALL_VDAY_MOLD_RAIL,3009,-1,building,20624,21600,-1,57,70,18,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
714,151,7200,!!TASK_KEVIN_TAUNT_STUDENTS,3012,-1,building,1001,7200,50,-1,-1,11,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,Kevin_CoolestJellyfish,SB_Sweet,SeedshopSelect,SeedshopSelect
715,152,14400,!!TASK_KEVIN_JELLYFISH_STINGS,3012,-1,building,1010,14400,65,-1,-1,14,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,Kevin_InItForTheFashion,SB_Sweet,SeedshopSelect,SeedshopSelect
716,422,7200,!!TASK_ALL_WATCH_HOLIDAY_TV,3012,-1,building,1012,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
717,421,7200,!!TASK_ALL_BROWSE_GOODIES,3012,-1,building,9046,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
718,824,14400,!!TASK_ALL_FESTIVE_FLORAL,3012,-1,building,1102,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
719,825,7200,!!TASK_ALL_MORE_BAKED_GOODS,3012,-1,building,1024,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
720,826,21600,!!TASK_ALL_SHAKE_PRESENTS,3012,-1,building,1012,21600,70,-1,-1,18,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
721,423,7200,!!TASK_ALL_ENJOY_TIME_OFF,3012,-1,building,1012,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
722,827,7200,!!TASK_ALL_SING_OLD_FOLKS,3012,-1,building,1026,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
723,828,14400,!!TASK_ALL_MISTLETOE_WAIT,3012,-1,building,1012,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
724,829,7200,!!TASK_ALL_XMAS_DONUTS_POLICE,3012,-1,building,1004,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
725,830,7200,!!TASK_ALL_KNIT_FIN_MITTENS,3012,-1,building,1002,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
726,287,1800,!!TASK_ALL_WATCH_MM_EPISODE,3012,-1,building,1012,1800,20,-1,-1,8,n/a,9,1,1,-1,-1,-1,-1,5,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
727,288,7200,!!TASK_ALL_FANCY_FEAST_KK,3012,-1,building,1018,7200,50,-1,-1,11,n/a,9,1,1,-1,-1,-1,-1,6,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
728,321,5,!!TASK_ALL_LAUNCH_XMAS_WISH,3012,-1,building,20109,5,6,-1,-1,1,n/a,1,1,1,2826,2835,2842,-1,9,1,-1,-1,walk,n/a,gimme,n/a,-1,-1,activate,40,shoot,10,10,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
729,539,14400,!!TASK_ALL_VDAY_BOLT_BROKEN_HEARTS,3012,-1,building,20624,14400,-1,57,65,14,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
730,540,21600,!!TASK_ALL_VDAY_BEND_HOLDERS,3012,-1,building,20624,21600,-1,57,70,18,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
731,541,86400,!!TASK_ALL_VDAY_TIE_HEARTSTRINGS,3012,-1,building,20624,86400,-1,57,120,30,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
732,153,300,!!TASK_NEPTUNE_ONE_MORE_TIME,3001,-1,n/a,-1,300,11,-1,-1,5,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,eat_burger,n/a,-1,8,wander,40,default,0,0,0,0,0,0,RentIcon.png,Neptune_WhoDareThink,SB_Sweet,SeedshopSelect,SeedshopSelect
733,154,14400,!!TASK_NEPTUNE_FRY_WITH_LOVE,3001,-1,building,1018,14400,65,-1,-1,14,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,Neptune_Fabulous,SB_Sweet,SeedshopSelect,SeedshopSelect
734,155,36000,!!TASK_NEPTUNE_EXPLAIN_JOKE,3001,-1,building,1006,36000,85,-1,-1,26,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,Neptune_MyHeadLookSmall,SB_Sweet,SeedshopSelect,SeedshopSelect
735,156,86400,!!TASK_NEPTUNE_HAVE_PARTY,3001,-1,building,1018,86400,120,-1,-1,30,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,Neptune_GetOnWithIt,SB_Sweet,SeedshopSelect,SeedshopSelect
736,425,7200,!!TASK_ALL_WATCH_HOLIDAY_TV,3001,-1,building,1006,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
737,424,7200,!!TASK_ALL_BROWSE_GOODIES,3001,-1,building,9046,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
738,831,14400,!!TASK_ALL_FESTIVE_FLORAL,3001,-1,building,1102,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
739,832,7200,!!TASK_ALL_MORE_BAKED_GOODS,3001,-1,building,1024,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
740,833,21600,!!TASK_ALL_SHAKE_PRESENTS,3001,-1,building,1006,21600,70,-1,-1,18,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
741,426,7200,!!TASK_ALL_ENJOY_TIME_OFF,3001,-1,building,1006,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
742,834,7200,!!TASK_ALL_SING_OLD_FOLKS,3001,-1,building,1026,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
743,835,14400,!!TASK_ALL_MISTLETOE_WAIT,3001,-1,building,1006,14400,65,-1,-1,14,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
744,836,7200,!!TASK_ALL_XMAS_DONUTS_POLICE,3001,-1,building,1004,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
745,837,7200,!!TASK_ALL_KNIT_FIN_MITTENS,3001,-1,building,1002,7200,50,-1,-1,11,BonusRewardIcon.png,36,1,1,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
746,289,1800,!!TASK_ALL_WATCH_MM_EPISODE,3001,-1,building,1006,1800,20,-1,-1,8,n/a,9,1,1,-1,-1,-1,-1,5,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
747,290,7200,!!TASK_ALL_FANCY_FEAST_KK,3001,-1,building,1018,7200,50,-1,-1,11,n/a,9,1,1,-1,-1,-1,-1,6,1,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
748,322,5,!!TASK_ALL_LAUNCH_XMAS_WISH,3001,-1,building,20109,5,6,-1,-1,1,n/a,1,1,1,2826,2835,2842,-1,9,1,-1,-1,walk,n/a,gimme,n/a,-1,-1,activate,40,shoot,10,10,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
749,542,7200,!!TASK_ALL_VDAY_LOAD_BOXES,3001,-1,building,20624,7200,-1,57,50,11,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
750,543,14400,!!TASK_ALL_VDAY_SOLDER_SWEET_NOTHINGS,3001,-1,building,20624,14400,-1,57,65,14,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
751,544,21600,!!TASK_ALL_VDAY_BEND_HOLDERS,3001,-1,building,20624,21600,-1,57,70,18,n/a,36,1,1,3100,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
752,157,300,!!TASK_BOB_CLEAN_NAILS,30301,-1,building,1051,300,11,-1,-1,5,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
753,158,3600,!!TASK_BOB_SEND_ORDER_BACK,30301,-1,building,1018,3600,40,-1,-1,10,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
754,159,14400,!!TASK_BOB_ETIQUETTE,30301,-1,building,1001,14400,65,-1,-1,14,n/a,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,walk,n/a,idle,n/a,-1,-1,enter,40,default,0,0,0,0,0,0,RentIcon.png,n/a,SB_Sweet,SeedshopSelect,SeedshopSelect
