i:id,i:Paytable Trigger DID,s:Paytable Trigger Type,s:Paytable Trigger Name,i:Paytable DID,s:Paytable Name,i:One Time Reward,i:Number of Reward Sets,s:Number of Rewards per Set,f:Set Odds 1,s:Set Type 1,i:Set 1 Reward DID 1,i:Set 1 Reward DID 2,i:Set 1 Reward DID 3,i:Set 1 Reward DID 4,i:Set 1 Reward DID 5,i:Set 1 Reward DID 6,i:Set 1 Reward DID 7,i:Set 1 Reward DID 8,i:Set 1 Reward DID 9,i:Set 1 Reward DID 10,i:Set 1 Reward DID 11,f:Set 1 Reward Odds 1,f:Set 1 Reward Odds 2,f:Set 1 Reward Odds 3,f:Set 1 Reward Odds 4,f:Set 1 Reward Odds 5,f:Set 1 Reward Odds 6,f:Set 1 Reward Odds 7,f:Set 1 Reward Odds 8,f:Set 1 Reward Odds 9,f:Set 1 Reward Odds 10,f:Set 1 Reward Odds 11,i:Set 1 Reward Amount 1,i:Set 1 Reward Amount 2,i:Set 1 Reward Amount 3,i:Set 1 Reward Amount 4,i:Set 1 Reward Amount 5,i:Set 1 Reward Amount 6,i:Set 1 Reward Amount 7,i:Set 1 Reward Amount 8,i:Set 1 Reward Amount 9,i:Set 1 Reward Amount 10,i:Set 1 Reward Amount 11,f:Set Odds 2,s:Set Type 2,i:Set 2 Reward DID 1,i:Set 2 Reward DID 2,i:Set 2 Reward DID 3,i:Set 2 Reward DID 4,f:Set 2 Reward Odds 1,f:Set 2 Reward Odds 2,f:Set 2 Reward Odds 3,f:Set 2 Reward Odds 4,i:Set 2 Reward Amount 1,i:Set 2 Reward Amount 2,i:Set 2 Reward Amount 3,i:Set 2 Reward Amount 4,f:Set Odds 3,s:Set Type 3,i:Set 3 Reward DID 1,i:Set 3 Reward DID 2,i:Set 3 Reward DID 3,i:Set 3 Reward DID 4,f:Set 3 Reward Odds 1,f:Set 3 Reward Odds 2,f:Set 3 Reward Odds 3,f:Set 3 Reward Odds 4,i:Set 3 Reward Amount 1,i:Set 3 Reward Amount 2,i:Set 3 Reward Amount 3,i:Set 3 Reward Amount 4
716,429,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
717,426,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
718,423,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
719,420,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
720,417,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
721,414,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
722,411,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
723,408,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
724,405,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
725,402,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
726,399,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
727,396,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
728,393,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
729,390,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
730,387,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
731,384,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
732,381,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
733,378,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
734,375,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
735,372,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
736,369,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
737,366,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
738,363,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
739,360,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
740,357,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
741,354,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
742,351,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
743,348,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
744,345,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
745,342,task,!!TASK_ALL_ENJOY_TIME_OFF,1225,xmas_tasks,0,-1,-1,1,recipes,9126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
746,858,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
747,851,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
748,841,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
749,834,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
750,827,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
751,820,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
752,813,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
753,806,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
754,799,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
755,792,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
756,785,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
757,778,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
758,771,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
759,764,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
760,757,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
761,750,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
762,743,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
763,736,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
764,729,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
765,722,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
766,715,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
767,708,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
768,701,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
769,694,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
770,687,task,!!TASK_ALL_SING_OLD_FOLKS,1225,xmas_tasks,0,-1,-1,1,recipes,9125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,none,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
