i:ID,i:DID,s:Type,s:Character Icon,s:Icon,s:Portrait,s:Note,s:Text,s:Title,s:Heading,s:Body,s:Effect,i:Reward XP,i:Reward Gold,s:Voiceover,i:Special Rewards,s:Special Reward Type 1,s:Special Reward Type 2,i:Special Reward DID 1,i:Special Reward DID 2,i:Special Reward Amount 1,i:Special Reward Amount 2
1929,3310,character,Portrait_Spongebob_Sad.png,n/a,n/a,Aw nuts!,!!QUEST_ID3310_TEXT10,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1930,3310,quest_start,n/a,SpongebobPortrait.png,n/a,Have SpongeBob |Work a 24-Hour Shift at the Krusty Krab,n/a,!!QUEST_TITLE_ID3310,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1931,3311,quest_complete,n/a,SpongebobPortrait.png,n/a,Have SpongeBob |Work a 24-Hour Shift at the Krusty Krab,n/a,!!QUEST_TITLE_ID3310,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1932,3312,character,Portrait_Spongebob_Exhausted.png,n/a,n/a,Finished Mr. Krabs.||Now...I really...need to...tell you...,!!QUEST_ID3312_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1933,3312,character,mrkrabsportrait_stern.png,n/a,n/a,All right boy what is it?||Speak up!||Or am I gonna have to squeeze it outta ye?,!!QUEST_ID3312_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1934,3312,character,Portrait_Spongebob_Exhausted.png,n/a,n/a,Patrick got Plankton to agree to bring food for Pearl's end-of-school party!||And it's tomorrow!,!!QUEST_ID3312_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1935,3312,character,MrKrabsPortrait_Whaddayamean.png,n/a,n/a,WHAT?!?||WHY DIDN'T YE TELL ME?!,!!QUEST_ID3312_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1936,3312,character,mrkrabsportrait_stern.png,n/a,n/a,His Chum Burgers are terrible but kids'll eat anything!||If they get used to it at the party they might start going to the Chum Bucket instead!,!!QUEST_ID3312_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1937,3312,character,mrkrabsportrait_stern.png,n/a,n/a,Back to work SpongeBob!||We need Krabby Patties for my little girl's party!,!!QUEST_ID3312_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1938,3312,character,Portrait_Spongebob_Exhausted.png,n/a,n/a,Back...to...work...?||But you said you couldn't afford to bring food to her party!,!!QUEST_ID3312_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1939,3312,character,mrkrabsportrait_stern.png,n/a,n/a,If Plankton's going to do it then I can't afford NOT to!||Now those Krabby Patties won't make themselves!||Get to work!,!!QUEST_ID3312_TEXT8,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1940,3312,quest_start,n/a,KrabbyPatty.png,n/a,Krabby Patties Party Platter!,n/a,!!CHUNKQUEST_HEADING_ID3312,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1941,3313,quest_complete,n/a,KrabbyPatty.png,n/a,Krabby Patties Party Platter!,n/a,!!CHUNKQUEST_HEADING_ID3312,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1942,3313,character,Portrait_PearlKrabs.png,n/a,n/a,Daddy this is the best end-of-school-year party ever!||What made you change your mind and bring all this food?,!!QUEST_ID3313_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1943,3313,character,mrkrabsportrait_moneygrubbing.png,n/a,n/a,My little girl deserves the best!||Did you want to have Plankton's Chum Burgers instead?,!!QUEST_ID3313_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1944,3313,character,Portrait_Spongebob_Exhausted.png,n/a,n/a,Whatever happened to Plankton anyway?||And where's Patrick?,!!QUEST_ID3313_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1945,3313,character,Portrait_Patrick_Confused.png,n/a,n/a,The party's started already?||Are we late?,!!QUEST_ID3313_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1946,3313,character,Portrait_Plankton_Neutral.png,n/a,n/a,Who cares.||Where do I put my sign?,!!QUEST_ID3313_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1947,3313,character,spongebob_quizzical.png,n/a,n/a,"""Pearl Krabs' End-Of-School Party Sponsored by Plankton's Chum Bucket""?",!!QUEST_ID3313_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1948,3313,character,mrkrabsportrait_stern.png,n/a,n/a,We don't need none of your smelly Chum Burgers here Plankton!||I got it covered!,!!QUEST_ID3313_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1949,3313,character,Portrait_Plankton_Baffled.png,n/a,n/a,Who said anything about burgers?||Patrick just said I could be the sponsor so I made this sign.,!!QUEST_ID3313_TEXT8,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1950,3313,character,Portrait_Patrick_Confused.png,n/a,n/a,Oh yeah!||I forgot about the food part!||I guess you really are the Party Planning Star SpongeBob!,!!QUEST_ID3313_TEXT9,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1951,3313,character,Portrait_Spongebob_Exhausted.png,n/a,n/a,Whoopie.||I gotta go lie down...,!!QUEST_ID3313_TEXT10,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1952,3400,character,Portrait_Karen.png,n/a,n/a,Sheldon what you are sulking about now?,!!QUEST_ID3400_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1953,3400,character,Portrait_Plankton_Bummed.png,n/a,n/a,I'm not sulking!||I'm thinking!,!!QUEST_ID3400_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1954,3400,character,Portrait_Karen.png,n/a,n/a,That explains why your single cell is shaking.,!!QUEST_ID3400_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1955,3400,character,Portrait_Plankton_Bummed.png,n/a,n/a,It's just...summer's almost here and that's when Krabs does his best business!||If only I could stop summer from coming!,!!QUEST_ID3400_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1956,3400,character,Portrait_Karen.png,n/a,n/a,You do know what summer is right?||Earth's axis tilted and all that?,!!QUEST_ID3400_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1957,3400,character,Portrait_Plankton_Thoughtful.png,n/a,n/a,I may be small but I think big!,!!QUEST_ID3400_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1958,3400,quest_start,n/a,PlanktonPortrait.png,n/a,Have Plankton Try to Dream Up New Diabolical Plan!,n/a,!!QUEST_TITLE_ID3400,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1959,3401,quest_complete,n/a,PlanktonPortrait.png,n/a,Have Plankton Try to Dream Up New Diabolical Plan!,n/a,!!QUEST_TITLE_ID3400,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1960,3401,character,Portrait_Plankton_Energized.png,n/a,n/a,Eureka I've got it -- the Recipe for Success!||And for extra relish Krabs will be key to his own downfall!||I just need a stooge on the inside...hey SpongeBob!,!!QUEST_ID3401_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1961,3401,character,spongebob_happy.png,n/a,n/a,Hi Plankton!||How's the...er...chum business?,!!QUEST_ID3401_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1962,3401,character,Portrait_Plankton_Thoughtful.png,n/a,n/a,Nevermind that!||Summer's almost here!||Have you done everything you need to prepare?,!!QUEST_ID3401_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1963,3401,character,Portrait_Spongebob_Worried.png,n/a,n/a,Um...what was I supposed to do?,!!QUEST_ID3401_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1964,3401,character,Portrait_Plankton_Energized.png,n/a,n/a,Pump iron to get buffed for the beach that's what!||It's too late for that now but I can help you...||If YOU help ME.,!!QUEST_ID3401_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1965,3401,character,Karen_MuscleArms.png,n/a,n/a,Down in my basement I have inflatable Anchor Arms.||Here's a digital mockup of how you'll look with them on.||Pretty sweet eh?,!!QUEST_ID3401_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1966,3401,character,spongebob_determined.png,n/a,n/a,Wow I'll do anything for those Anchor Arms Plankton!||What do I need to do?,!!QUEST_ID3401_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1967,3401,quest_line_start,n/a,Portrait_Spongebob_Crossed_MuscleArms.png,Portrait_Plankton_Energized.png,Do Plankton's Bidding,n/a,n/a,!!EPISODE_TITLE_PLANKTONS_BIDDING,!!EPISODE_BODY_PLANKTONS_BIDDING,n/a,100,100,n/a,-1,n/a,n/a,-1,-1,-1,-1
1968,3401,character,Portrait_Plankton_Energized.png,n/a,n/a,I have an idea for a new recipe but I need ingredients from the Krusty Krab...,!!QUEST_ID3401_TEXT8,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1969,3404,quest_start,n/a,SpongebobPortrait.png,n/a,Raid the Krusty Krab!,n/a,!!CHUNKQUEST_HEADING_ID3404,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1970,3405,quest_complete,n/a,SpongebobPortrait.png,n/a,Raid the Krusty Krab!,n/a,!!CHUNKQUEST_HEADING_ID3404,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1971,3405,character,spongebob_happy.png,n/a,n/a,Okay Plankton I got all the ingredients!,!!QUEST_ID3405_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1972,3405,character,Portrait_Plankton_Energized.png,n/a,n/a,Excellent!||Now make this new recipe I've invented!||We don't have the facilties here...you'll need to do it at the Krusty Krab.,!!QUEST_ID3405_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1973,3408,character,spongebob_happy.png,n/a,n/a,This looks delicious!||When I make it then you'll give me the Anchor Arms from your basement?,!!QUEST_ID3408_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1974,3408,character,Portrait_Plankton_Thoughtful.png,n/a,n/a,Cool your jets SpongeBob.||It's not officially Summer yet...||(heh heh),!!QUEST_ID3408_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1975,3408,quest_start,n/a,HotKabobDog.png,n/a,Make a Hot Kabob Dog at the Krusty Krab,n/a,!!QUEST_TITLE_ID3408,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1976,3409,quest_complete,n/a,HotKabobDog.png,n/a,Make a Hot Kabob Dog at the Krusty Krab,n/a,!!QUEST_TITLE_ID3408,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1977,3410,character,Portrait_Karen.png,n/a,n/a,You're giving a new delicious recipe to SpongeBob to make at the Krusty Krab?||How exactly will this hurt Krabs' summer business boom?,!!QUEST_ID3410_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1978,3410,character,Portrait_Plankton_Energized.png,n/a,n/a,This recipe is so hot when anyone eats it they'll feel cold!||That means no one will feel any rise in temperature...so summer won't come!,!!QUEST_ID3410_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1979,3410,character,Portrait_Karen.png,n/a,n/a,That doesn't make any sense--,!!QUEST_ID3410_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1980,3410,character,Portrait_Plankton_Thoughtful.png,n/a,n/a,Of course it does!||Look here comes SpongeBob!||I'll prove it to you!,!!QUEST_ID3410_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1981,3410,character,spongebob_happy.png,n/a,n/a,Here's your Hot Kabob Dog Plankton!||It looks yummy!,!!QUEST_ID3410_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1982,3410,character,Portrait_Plankton_Energized.png,n/a,n/a,You do the honors SpongeBob...||Bon appetit!,!!QUEST_ID3410_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1983,3410,character,spongebob_quizzical.png,n/a,n/a,Huh?,!!QUEST_ID3410_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1984,3410,character,Portrait_Plankton_Angry.png,n/a,n/a,EAT IT!,!!QUEST_ID3410_TEXT8,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1985,3410,quest_start,n/a,HotKabobDog.png,n/a,Feed SpongeBob a Hot Kabob Dog,n/a,!!QUEST_TITLE_ID3410,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1986,3411,quest_complete,n/a,HotKabobDog.png,n/a,Feed SpongeBob a Hot Kabob Dog,n/a,!!QUEST_TITLE_ID3410,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1987,3412,character,Portrait_Spongebob_ItBurns.png,n/a,n/a,Wow that's hot Hot HOT!||Really tasty though.,!!QUEST_ID3412_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1988,3412,character,Portrait_Plankton_Thoughtful.png,n/a,n/a,How do you feel?,!!QUEST_ID3412_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1989,3412,character,spongebob_quizzical.png,n/a,n/a,Uh...my tongue is burning my nose is running I have a blister on my thumb--,!!QUEST_ID3412_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1990,3412,character,Portrait_Plankton_Angry.png,n/a,n/a,NO I mean are you hot or cold all over?!,!!QUEST_ID3412_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1991,3412,character,spongebob_quizzical.png,n/a,n/a,Oh...it did get cold in here all of a sudden...but it's warming up again.||Can I have those Anchor Arms now?,!!QUEST_ID3412_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1992,3412,character,Portrait_Plankton_Angry.png,n/a,n/a,It's not summer yet!||Don't come back until it's warmer.||Go do something to keep yourself busy.,!!QUEST_ID3412_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1993,3412,quest_start,n/a,SpongebobPortrait.png,n/a,Get Ready For Summer!,n/a,!!CHUNKQUEST_HEADING_ID3412,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1994,3413,quest_complete,n/a,SpongebobPortrait.png,n/a,Get Ready For Summer!,n/a,!!CHUNKQUEST_HEADING_ID3412,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1995,3414,character,Portrait_Karen.png,n/a,n/a,Sheldon--,!!QUEST_ID3414_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1996,3414,character,Portrait_Plankton_Thoughtful.png,n/a,n/a,Wait I'm thinking!||The cooling effect doesn't last so everyone has to keep eating Hot Kabob Dogs to keep summer away--,!!QUEST_ID3414_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1997,3414,character,Portrait_Karen.png,n/a,n/a,Sheldon!||Your plan to ruin Krabs' summer business is to have everyone eat a constant supply of Hot Kabob Dogs they're buying from him??,!!QUEST_ID3414_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1998,3414,character,Portrait_Plankton_Angry.png,n/a,n/a,Um...when you say it that way... Aw crumbs!||Back to the drawing board Karen but I promise you I'll stop summer from coming!,!!QUEST_ID3414_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
1999,3414,quest_start,n/a,PlanktonPortrait.png,n/a,Have Plankton Try to Dream Up New Diabolical Plan!,n/a,!!QUEST_TITLE_ID3414,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2000,3415,quest_complete,n/a,PlanktonPortrait.png,n/a,Have Plankton Try to Dream Up New Diabolical Plan!,n/a,!!QUEST_TITLE_ID3414,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2001,3416,character,Portrait_Plankton_Energized.png,n/a,n/a,Eureka!||My Chuminator makes everything inside of it colder so I'll reverse the polarity and it will make everything OUTSIDE colder!,!!QUEST_ID3416_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2002,3416,quest_start,n/a,PlanktonPortrait.png,n/a,Refrigerate Bikini Bottom!,n/a,!!CHUNKQUEST_HEADING_ID3416,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2003,3417,quest_complete,n/a,PlanktonPortrait.png,n/a,Refrigerate Bikini Bottom!,n/a,!!CHUNKQUEST_HEADING_ID3416,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2004,3418,character,Portrait_Karen.png,n/a,n/a,So what happened?||Did you reverse the polarity of the Chuminator?,!!QUEST_ID3418_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2005,3418,character,Portrait_Plankton_Baffled.png,n/a,n/a,Yes but nothing's happening nothing at all.||I even sent two robots to do it to make double sure it got done and a third to watch.,!!QUEST_ID3418_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2006,3418,character,Portrait_Karen.png,n/a,n/a,Wait...you told two robots to do it?||So...one to reverse the polarity and the other to reverse it back again?,!!QUEST_ID3418_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2007,3418,character,Portrait_Plankton_Bummed.png,n/a,n/a,Um...when you say it that way... Aw crumbs!||Well that's easy to fix...I hope...but this time let's not overcomplicate it...,!!QUEST_ID3418_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2008,3418,quest_start,n/a,RobotMinion_bluePortrait.png,n/a,Have Blue Robot Reverse Chuminator Polarity,n/a,!!QUEST_TITLE_ID3418,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2009,3419,quest_complete,n/a,RobotMinion_bluePortrait.png,n/a,Have Blue Robot Reverse Chuminator Polarity,n/a,!!QUEST_TITLE_ID3418,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2010,3420,character,Portrait_Karen.png,n/a,n/a,Okay Sheldon what went wrong this time?,!!QUEST_ID3420_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2011,3420,character,Portrait_Plankton_Angry.png,n/a,n/a,What makes you think something went wrong?||Wait -- don't answer that!,!!QUEST_ID3420_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2012,3420,character,Portrait_Plankton_Bummed.png,n/a,n/a,Reversing the polarity on the Chuminator didn't make the outside colder it tried to make the inside hotter.,!!QUEST_ID3420_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2013,3420,character,Portrait_Karen.png,n/a,n/a,Imagine that.,!!QUEST_ID3420_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2014,3420,character,Portrait_Plankton_Angry.png,n/a,n/a,But I built the Chuminator with a failsafe to keep chum from heating up and going bad so it automatically fixed itself!||I got outsmarted by my own brilliance!,!!QUEST_ID3420_TEXT5,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2015,3420,character,Portrait_Karen.png,n/a,n/a,Uh huh.,!!QUEST_ID3420_TEXT6,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2016,3420,character,spongebob_happy.png,n/a,n/a,Hey Plankton!||It's warm out now -- summer's here!||Can I have the Anchor Arms from your basement now?,!!QUEST_ID3420_TEXT7,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2017,3420,character,Portrait_Karen.png,n/a,n/a,THE BASEMENT?!||THAT'S why you wanted to stop summer from coming!||You promised you'd clean out the basement before spring was over!,!!QUEST_ID3420_TEXT8,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2018,3420,character,Portrait_Karen.png,n/a,n/a,YOU GET DOWN THERE RIGHT NOW SHELDON!,!!QUEST_ID3420_TEXT9,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2019,3420,quest_start,n/a,PlanktonPortrait.png,n/a,Have Plankton Clean Out Basement,n/a,!!QUEST_TITLE_ID3420,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2020,3421,quest_complete,n/a,PlanktonPortrait.png,n/a,Have Plankton Clean Out Basement,n/a,!!QUEST_TITLE_ID3420,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2021,3421,character,Portrait_Plankton_Nervous.png,n/a,n/a,All done Sweetums.||I threw away everything you wanted me to even those hydraulic golf clubs I ordered from the TV for your birthday last year.,!!QUEST_ID3421_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2022,3421,character,Portrait_Karen.png,n/a,n/a,(static),!!QUEST_ID3421_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2023,3421,character,spongebob_happy.png,n/a,n/a,Hey Plankton I found the Anchor Arms you left out for me by your trash.||Thanks!,!!QUEST_ID3421_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2024,3421,quest_line_complete,n/a,Portrait_Spongebob_Crossed_MuscleArms.png,Portrait_Plankton_Energized.png,Do Plankton's Bidding,n/a,n/a,!!EPISODE_TITLE_PLANKTONS_BIDDING,!!EPISODE_BODY_PLANKTONS_BIDDING,n/a,100,100,n/a,-1,n/a,n/a,-1,-1,-1,-1
2025,3424,character,spongebob_happy.png,n/a,n/a,I'm going to put them on right now and dazzle everyone with my deltoids!,!!QUEST_ID3424_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2026,3424,quest_start,n/a,SpongebobPortrait.png,n/a,Pump It Up!,n/a,!!CHUNKQUEST_HEADING_ID3424,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2027,3425,quest_complete,n/a,SpongebobPortrait.png,n/a,Pump It Up!,n/a,!!CHUNKQUEST_HEADING_ID3424,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2028,2428,character,Portrait_Spongebob_Crossed_MuscleArms.png,n/a,n/a,Hot Kabob Dogs are my Special Wish a recipe no one craves but me and only when I'm wearing my Anchor Arms.,!!QUEST_ID2428_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2029,3500,character,Portrait_MrsPuff.png,n/a,n/a,I think it's finally time.,!!QUEST_ID3500_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2030,3500,character,Portrait_MrsPuff.png,n/a,n/a,I'm over the trauma. . .||My nerves have settled. . .||The doctor says I'm ready. . .,!!QUEST_ID3500_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2031,3500,character,Portrait_MrsPuff.png,n/a,n/a,It's time to rebuild.,!!QUEST_ID3500_TEXT3,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2032,3500,quest_line_start,n/a,BoatingSchool_LighthousePortrait.png,Portrait_MrsPuff.png,Mrs. Puff's Boating School,n/a,n/a,!!EPISODE_TITLE_BOATING_SCHOOL,!!EPISODE_BODY_BOATING_SCHOOL,n/a,100,100,n/a,-1,n/a,n/a,-1,-1,-1,-1
2033,3500,character,Portrait_MrsPuff.png,n/a,n/a,And who knows. . .||After all this time maybe SpongeBob finally knows how to drive safely. . .||. . .and maybe Patrick's won a Nobel Prize. . .,!!QUEST_ID3500_TEXT4,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2034,3500,quest_start,n/a,BoatingSchoolPortrait.png,n/a,Buy Mrs. Puff's Boating School,n/a,!!QUEST_TITLE_ID3500,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2035,3501,quest_complete,n/a,BoatingSchoolPortrait.png,n/a,Buy Mrs. Puff's Boating School,n/a,!!QUEST_TITLE_ID3500,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2036,3502,character,spongebob_happy.png,n/a,n/a,Mr. Krabs did you see!||Mrs. Puff's Boating School is back!,!!QUEST_ID3502_TEXT1,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
2037,3502,character,Squidward_Annoyed.png,n/a,n/a,Is your restraining order still in effect?,!!QUEST_ID3502_TEXT2,n/a,n/a,n/a,n/a,-1,-1,n/a,-1,n/a,n/a,-1,-1,-1,-1
