i:ID,s:Category Name,s:Item Name,i:Item DID,i:Cost Gold,i:Cost Jelly,i:Cost Special DID,i:Cost Special Amount,i:Sell Cost Gold,i:Sell Cost Jelly,s:Description,s:Type,s:Name,s:Display Model Type,i:Display Width,i:Display Height,s:Display Default Texture,s:Display Default Name,i:Show in Store,i:Sale Banner,f:Sale Percent,i:New Banner,i:LimitedBanner,i:Can Sell,s:Can't Sell Text,i:Micro Event DID,i:Event Only
325,decorations,!!BLDG_NAME_HAUNTED_FISH_HOUSE,9041,-1,80,-1,-1,-1,-1,!!BLDG_NAME_HAUNTED_FISH_HOUSE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
326,decorations,!!BLDG_NAME_SLASHERS_HOUSE,9039,-1,240,-1,-1,-1,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
327,decorations,!!BLDG_NAME_FORT_SQUIDWARD,23000,50,-1,-1,-1,25,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
328,decorations,!!BLDG_NAME_XMAS_FENCE,23001,50,-1,-1,-1,25,-1,!!BLDG_NAME_XMAS_FENCE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
329,decorations,!!BLDG_NAME_MERRY_BALLOON,23002,50,-1,-1,-1,25,-1,!!BLDG_NAME_MERRY_BALLOON_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
330,decorations,!!BLDG_NAME_FESTIVE_BALLOON,23011,50,-1,-1,-1,25,-1,!!BLDG_NAME_FESTIVE_BALLOON_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
331,decorations,!!BLDG_NAME_CHEERY_BALLOON,23012,50,-1,-1,-1,25,-1,!!BLDG_NAME_CHEERY_BALLOON_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
332,decorations,!!BLDG_NAME_XMAS_LIGHTS,23003,50,-1,-1,-1,25,-1,!!BLDG_NAME_XMAS_LIGHTS_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
333,decorations,!!BLDG_NAME_SNOW_CHAIR,23004,50,-1,-1,-1,25,-1,!!BLDG_NAME_SNOW_CHAIR_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
334,decorations,!!BLDG_NAME_NEW_YEARS_STAR,23005,50,-1,-1,-1,25,-1,!!BLDG_NAME_NEW_YEARS_STAR_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
335,decorations,!!BLDG_NAME_PINK_CHRISTMAS_TREE,20112,50,-1,-1,-1,25,-1,!!BLDG_NAME_PINK_CHRISTMAS_TREE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
336,decorations,!!BLDG_NAME_SILVER_CHRISTMAS_TREE,20101,50,-1,-1,-1,25,-1,!!BLDG_NAME_SILVER_CHRISTMAS_TREE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
337,decorations,!!BLDG_NAME_POINSETTIA,20068,70,-1,-1,-1,35,-1,!!BLDG_NAME_POINSETTIA_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
338,decorations,!!BLDG_NAME_CHRISTMAS_TREE,20079,450,-1,-1,-1,225,-1,!!BLDG_NAME_CHRISTMAS_TREE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
339,decorations,!!BLDG_NAME_NORTH_POLE,20075,600,-1,-1,-1,300,-1,!!BLDG_NAME_NORTH_POLE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
340,decorations,!!BLDG_NAME_CHRISTMAS_CAFE,9044,1500,-1,-1,-1,750,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
341,decorations,!!BLDG_NAME_WREATH,20078,-1,15,-1,-1,-1,-1,!!BLDG_NAME_WREATH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
342,decorations,!!BLDG_NAME_SNOW_WALL,20111,-1,25,-1,-1,-1,-1,!!BLDG_NAME_SNOW_WALL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
343,decorations,!!BLDG_NAME_SNOW_PILE,20110,100,-1,-1,-1,50,-1,!!BLDG_NAME_SNOW_PILE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
344,decorations,!!BLDG_NAME_CANDY_CANE_ARCH,20098,250,-1,-1,-1,125,-1,!!BLDG_NAME_CANDY_CANE_ARCH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
345,decorations,!!BLDG_NAME_MASSIVE_WREATH,20091,2000,-1,-1,-1,1000,-1,!!BLDG_NAME_MASSIVE_WREATH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
346,decorations,!!BLDG_NAME_WINTRY_PLANT_2,20103,100,-1,-1,-1,50,-1,!!BLDG_NAME_WINTRY_PLANT_2_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
347,decorations,!!BLDG_NAME_NUTCRACKER_2,20089,-1,35,-1,-1,-1,-1,!!BLDG_NAME_NUTCRACKER_2_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
348,decorations,!!BLDG_NAME_TOY_FACTORY,9043,-1,70,-1,-1,-1,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_HOUSE,-1,0
349,decorations,!!BLDG_NAME_LAWN_REINDEER,20087,800,-1,-1,-1,400,-1,!!BLDG_NAME_LAWN_REINDEER_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
350,decorations,!!BLDG_NAME_GARLAND_WRAPPED_POLE,20099,400,-1,-1,-1,200,-1,!!BLDG_NAME_GARLAND_WRAPPED_POLE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
351,decorations,!!BLDG_NAME_LOADING_DOCK,9047,1200,-1,-1,-1,600,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
352,decorations,!!BLDG_NAME_PATRICKS_SANTA_TRAP,20074,-1,20,-1,-1,-1,-1,!!BLDG_NAME_PATRICKS_SANTA_TRAP_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
353,decorations,!!BLDG_NAME_SANTAS_SLEIGH,20085,-1,45,-1,-1,-1,-1,!!BLDG_NAME_SANTAS_SLEIGH_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
354,decorations,!!BLDG_NAME_HOLIDAY_CANDLE,20070,150,-1,-1,-1,75,-1,!!BLDG_NAME_HOLIDAY_CANDLE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
355,decorations,!!BLDG_NAME_STACK_GIFTS_2,20083,300,-1,-1,-1,150,-1,!!BLDG_NAME_STACK_GIFTS_2_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
356,decorations,!!BLDG_NAME_HUG_ME_TIGHT_ELF_DOLL,20072,900,-1,-1,-1,450,-1,!!BLDG_NAME_HUG_ME_TIGHT_ELF_DOLL_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
357,decorations,!!BLDG_NAME_WINTRY_PLANT_5,20106,100,-1,-1,-1,50,-1,!!BLDG_NAME_WINTRY_PLANT_5_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
358,decorations,!!BLDG_NAME_JELLYFISH_CHRISTMAS_TREE,20113,-1,10,-1,-1,-1,-1,!!BLDG_NAME_JELLYFISH_CHRISTMAS_TREE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
359,decorations,!!BLDG_NAME_NUTCRACKER_1,20088,-1,35,-1,-1,-1,-1,!!BLDG_NAME_NUTCRACKER_1_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
360,decorations,!!BLDG_NAME_XMAS_PARADE_FLOAT,23008,-1,65,-1,-1,-1,-1,!!BLDG_NAME_XMAS_PARADE_FLOAT_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
361,decorations,!!BLDG_NAME_WINTRY_PLANT_1,20102,85,-1,-1,-1,43,-1,!!BLDG_NAME_WINTRY_PLANT_1_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
362,decorations,!!BLDG_NAME_WILD_CHRISTMAS_TREE,20100,200,-1,-1,-1,100,-1,!!BLDG_NAME_WILD_CHRISTMAS_TREE_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
363,decorations,!!BLDG_NAME_SNOW_SNORKELER,20077,-1,15,-1,-1,-1,-1,!!BLDG_NAME_SNOW_SNORKELER_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
364,decorations,!!BLDG_NAME_NUTCRACKER_3,20090,-1,30,-1,-1,-1,-1,!!BLDG_NAME_NUTCRACKER_3_DESC,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_LIMITED,-1,0
365,decorations,!!BLDG_NAME_ELF_APARTMENTS,9042,-1,150,-1,-1,-1,-1,n/a,n/a,n/a,n/a,-1,-1,n/a,n/a,0,0,0.33,0,1,0,!!CANNOT_SELL_HOUSE,-1,0
